Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488407625,1.32,16,0.00,14428.00,0.00,125.00
1488407626,1.43,16,0.01,15764.00,0.00,144.00
1488407627,1.32,16,0.01,15012.00,0.00,146.00
1488407628,1.36,16,0.01,14948.00,0.00,140.00
1488407629,1.32,16,0.01,15776.00,0.00,152.00
1488407630,1.43,16,0.01,14152.00,0.00,139.00
1488407631,1.41,16,0.01,14912.00,0.00,141.00
1488407632,1.32,16,0.01,14184.00,0.00,138.00
1488407633,1.34,16,0.01,15588.00,0.00,149.00
1488407634,1.34,16,0.01,14884.00,0.00,140.00
1488407635,1.41,16,0.01,14372.00,0.00,140.00
1488407636,1.36,16,0.01,14620.00,0.00,140.00
1488407637,1.36,16,0.01,14640.00,0.00,136.00
1488407638,1.34,16,0.01,14504.00,0.00,136.00
1488407639,1.34,16,0.02,14524.00,0.00,142.00
1488407640,1.34,16,0.02,13408.00,0.00,125.00
1488407641,1.34,16,0.02,15564.00,0.00,145.00
1488407642,1.30,16,0.02,14576.00,0.00,140.00
1488407643,1.27,16,0.02,15704.00,0.00,148.00
1488407644,1.36,16,0.02,15556.00,0.00,150.00
1488407645,1.30,16,0.02,14188.00,0.00,133.00
1488407646,1.39,16,0.02,15176.00,0.00,142.00
1488407647,1.30,16,0.02,15064.00,0.00,148.00
1488407648,1.30,16,0.02,14856.00,0.00,139.00
1488407649,1.27,16,0.02,15028.00,0.00,147.00
1488407650,1.39,16,0.03,14868.00,0.00,139.00
1488407651,1.36,16,0.03,13940.00,0.00,133.00
1488407652,1.34,16,0.03,14492.00,0.00,136.00
1488407653,1.32,16,0.03,13368.00,0.00,126.00
1488407654,1.41,16,0.03,14632.00,0.00,144.00
1488407655,1.32,16,0.03,14612.00,0.00,140.00
1488407656,1.39,16,0.03,15948.00,0.00,148.00
1488407657,1.32,16,0.03,15064.00,0.00,144.00
1488407658,1.36,16,0.03,14144.00,0.00,130.00
1488407659,1.36,16,0.03,15320.00,0.00,145.00
1488407660,1.34,16,0.03,15760.00,0.00,152.00
1488407661,1.34,16,0.03,16140.00,0.00,150.00
1488407662,1.32,16,0.03,15324.00,0.00,139.00
1488407663,1.34,16,0.03,12716.00,0.00,119.00
1488407664,1.30,16,0.03,14012.00,0.00,137.00
1488407665,1.39,16,0.04,16144.00,0.00,151.00
1488407666,1.36,16,0.04,14900.00,0.00,144.00
1488407667,1.34,16,0.04,15500.00,0.00,145.00
1488407668,1.30,17,0.04,14688.00,0.00,135.00
1488407669,1.39,16,0.04,15516.00,0.00,143.00
1488407670,1.41,16,0.04,15468.00,0.00,146.00
1488407671,1.02,16,0.20,1308.00,28.00,13.00
1488407672,2.02,16,0.20,88.00,0.00,0.00
1488407673,1.95,16,0.21,108.00,0.00,0.00
1488407674,1.91,16,0.21,104.00,0.00,3.00
1488407675,1.93,16,0.21,108.00,0.00,0.00
1488407676,1.95,16,0.21,112.00,0.00,1.00
1488407677,1.91,16,0.21,108.00,0.00,4.00
1488407678,1.96,16,0.22,112.00,0.00,0.00
1488407679,1.95,16,0.22,108.00,0.00,0.00
1488407680,1.91,16,0.22,104.00,0.00,0.00
1488407681,1.93,16,0.22,108.00,0.00,0.00
1488407682,1.91,16,0.22,112.00,0.00,1.00
1488407683,2.05,16,0.23,112.00,0.00,0.00
1488407684,1.93,16,0.23,108.00,0.00,0.00
1488407685,1.95,16,0.23,108.00,0.00,0.00
1488407686,1.89,16,0.23,104.00,0.00,1.00
1488407687,1.93,16,0.23,108.00,0.00,0.00
1488407688,1.98,16,0.24,108.00,0.00,0.00
1488407689,1.91,16,0.24,108.00,0.00,0.00
1488407690,1.95,16,0.24,108.00,0.00,0.00
1488407691,1.98,16,0.24,108.00,0.00,0.00
1488407692,1.93,16,0.25,108.00,0.00,1.00
1488407693,1.93,16,0.25,108.00,0.00,0.00
1488407694,1.98,16,0.25,108.00,0.00,0.00
1488407695,1.95,16,0.25,108.00,0.00,0.00
1488407696,1.93,16,0.25,108.00,0.00,0.00
1488407697,1.95,16,0.26,108.00,0.00,0.00
1488407698,1.89,16,0.26,104.00,0.00,2.00
1488407699,1.95,16,0.26,104.00,0.00,0.00
1488407700,1.93,16,0.26,108.00,0.00,0.00
1488407701,1.91,16,0.26,108.00,0.00,0.00
1488407702,2.00,16,0.27,108.00,0.00,1.00
1488407703,1.89,16,0.27,108.00,0.00,0.00
1488407704,1.89,16,0.27,104.00,0.00,0.00
1488407705,1.93,16,0.27,104.00,0.00,0.00
1488407706,1.96,16,0.27,108.00,0.00,0.00
1488407707,1.86,16,0.28,104.00,0.00,0.00
1488407708,1.86,16,0.28,108.00,0.00,0.00
1488407709,2.14,16,0.28,44.00,656.00,0.00
1488407710,2.25,16,0.28,0.00,3400.00,31.00
1488407711,2.27,16,0.28,0.00,4192.00,1.00
1488407712,2.30,16,0.28,0.00,2004.00,0.00
1488407713,2.27,16,0.28,0.00,0.00,0.00
1488407714,2.27,16,0.28,0.00,2716.00,1.00
1488407715,2.27,16,0.28,0.00,3760.00,78.00
1488407716,2.25,16,0.28,0.00,3980.00,2.00
1488407717,2.27,16,0.28,0.00,0.00,0.00
1488407718,2.30,16,0.28,0.00,0.00,0.00
1488407719,2.25,16,0.28,0.00,2972.00,4.00
1488407720,2.30,16,0.28,0.00,3848.00,42.00
1488407721,2.27,16,0.28,128.00,3672.00,1.00
1488407722,2.25,16,0.28,4992.00,0.00,24.00
1488407723,2.30,16,0.28,1408.00,2832.00,9.00
1488407724,2.27,16,0.28,0.00,3672.00,46.00
1488407725,2.25,16,0.28,1152.00,3840.00,9.00
1488407726,2.30,16,0.28,7168.00,0.00,39.00
1488407727,2.25,16,0.28,10624.00,152.00,41.00
1488407728,2.27,16,0.28,0.00,3420.00,34.00
1488407729,2.27,16,0.28,0.00,4264.00,13.00
1488407730,2.27,16,0.28,6272.00,2464.00,17.00
1488407731,2.27,16,0.28,16768.00,0.00,28.00
1488407732,2.27,16,0.28,7040.00,2040.00,21.00
1488407733,2.30,16,0.28,0.00,3716.00,36.00
1488407734,2.25,16,0.28,0.00,4508.00,10.00
1488407735,2.30,16,0.28,15360.00,96.00,30.00
1488407736,2.25,16,0.28,19712.00,0.00,17.00
1488407737,2.30,16,0.28,512.00,3324.00,29.00
1488407738,2.27,16,0.28,0.00,4148.00,9.00
1488407739,2.25,16,0.28,6784.00,2700.00,11.00
1488407740,2.30,16,0.28,12928.00,0.00,45.00
1488407741,2.25,16,0.28,4096.00,2088.00,18.00
1488407742,2.30,16,0.28,0.00,4000.00,29.00
1488407743,2.27,16,0.28,0.00,4560.00,1.00
1488407744,2.25,16,0.28,8192.00,156.00,36.00
1488407745,2.30,16,0.28,3328.00,0.00,24.00
1488407746,2.25,16,0.28,256.00,3140.00,9.00
1488407747,2.27,16,0.28,0.00,4036.00,30.00
1488407748,2.27,16,0.28,1152.00,3596.00,8.00
1488407749,2.27,16,0.28,384.00,0.00,3.00
1488407750,2.30,16,0.28,256.00,1396.00,3.00
1488407751,2.25,16,0.28,0.00,4040.00,34.00
1488407752,2.30,16,0.28,0.00,4208.00,5.00
1488407753,2.25,16,0.28,640.00,1284.00,5.00
1488407754,2.27,16,0.28,768.00,0.00,6.00
1488407755,2.27,16,0.28,0.00,2880.00,0.00
1488407756,2.27,16,0.28,0.00,3764.00,40.00
1488407757,2.27,16,0.28,256.00,3672.00,2.00
1488407758,2.27,16,0.28,1024.00,0.00,8.00
1488407759,2.27,16,0.28,512.00,1488.00,4.00
1488407760,2.27,16,0.28,0.00,3628.00,35.00
1488407761,2.27,16,0.28,0.00,4088.00,15.00
1488407762,2.27,16,0.28,3328.00,992.00,17.00
