Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488408414,1.34,17,0.00,14600.00,0.00,137.00
1488408415,1.32,16,0.00,14812.00,0.00,142.00
1488408416,1.39,16,0.01,15364.00,0.00,144.00
1488408417,1.32,16,0.01,15764.00,0.00,149.00
1488408418,1.39,16,0.01,16332.00,0.00,155.00
1488408419,1.36,16,0.01,16000.00,0.00,154.00
1488408420,1.39,16,0.01,15284.00,0.00,138.00
1488408421,1.34,16,0.01,14540.00,0.00,137.00
1488408422,1.34,16,0.01,15692.00,0.00,149.00
1488408423,1.41,16,0.01,15820.00,0.00,150.00
1488408424,1.32,16,0.01,15292.00,0.00,144.00
1488408425,1.32,16,0.01,14760.00,0.00,140.00
1488408426,1.27,16,0.01,15404.00,0.00,141.00
1488408427,1.36,16,0.01,15100.00,0.00,144.00
1488408428,1.32,16,0.02,15096.00,0.00,137.00
1488408429,1.34,16,0.02,14152.00,0.00,133.00
1488408430,1.34,16,0.02,15320.00,0.00,144.00
1488408431,1.36,16,0.02,13952.00,0.00,134.00
1488408432,1.41,16,0.02,15400.00,0.00,148.00
1488408433,1.34,16,0.02,15292.00,0.00,143.00
1488408434,1.34,16,0.02,15424.00,0.00,144.00
1488408435,1.34,16,0.02,15332.00,0.00,148.00
1488408436,1.34,16,0.02,15272.00,0.00,145.00
1488408437,1.27,16,0.02,14620.00,0.00,140.00
1488408438,1.39,16,0.02,14732.00,0.00,143.00
1488408439,1.36,16,0.02,14536.00,0.00,142.00
1488408440,1.36,16,0.03,14368.00,0.00,138.00
1488408441,1.27,16,0.03,14288.00,0.00,135.00
1488408442,1.41,16,0.03,15216.00,0.00,145.00
1488408443,1.34,16,0.03,15236.00,0.00,147.00
1488408444,1.43,16,0.03,15348.00,0.00,142.00
1488408445,1.30,16,0.03,14604.00,0.00,142.00
1488408446,1.32,16,0.03,15300.00,0.00,144.00
1488408447,1.41,16,0.03,15524.00,0.00,147.00
1488408448,1.41,16,0.03,15080.00,0.00,140.00
1488408449,1.32,16,0.03,15792.00,0.00,147.00
1488408450,1.41,16,0.03,15524.00,0.00,149.00
1488408451,1.32,16,0.03,14816.00,0.00,139.00
1488408452,1.36,16,0.04,14592.00,0.00,127.00
1488408453,1.39,16,0.03,15344.00,0.00,141.00
1488408454,1.36,16,0.04,15360.00,0.00,147.00
1488408455,1.32,16,0.04,15380.00,0.00,147.00
1488408456,1.36,16,0.04,14796.00,0.00,141.00
1488408457,1.36,16,0.04,15544.00,0.00,149.00
1488408458,1.36,16,0.04,15612.00,0.00,143.00
1488408459,1.75,16,0.20,4300.00,0.00,42.00
1488408460,1.95,16,0.20,104.00,0.00,0.00
1488408461,1.93,16,0.20,100.00,0.00,0.00
1488408462,2.00,16,0.21,108.00,0.00,0.00
1488408463,1.91,16,0.21,104.00,0.00,0.00
1488408464,1.93,16,0.21,108.00,0.00,4.00
1488408465,1.95,16,0.21,104.00,0.00,0.00
1488408466,1.98,16,0.22,108.00,0.00,0.00
1488408467,1.95,16,0.22,104.00,0.00,0.00
1488408468,2.00,16,0.22,108.00,0.00,0.00
1488408469,1.93,16,0.22,104.00,0.00,1.00
1488408470,1.93,16,0.22,108.00,0.00,0.00
1488408471,1.91,16,0.22,104.00,0.00,0.00
1488408472,2.02,16,0.23,104.00,0.00,0.00
1488408473,1.95,16,0.23,100.00,0.00,0.00
1488408474,1.91,16,0.23,100.00,0.00,0.00
1488408475,1.91,16,0.23,100.00,0.00,1.00
1488408476,1.93,16,0.24,100.00,0.00,0.00
1488408477,1.93,16,0.24,104.00,0.00,0.00
1488408478,1.95,16,0.24,100.00,0.00,0.00
1488408479,1.91,16,0.24,100.00,0.00,0.00
1488408480,1.91,16,0.24,100.00,0.00,0.00
1488408481,1.95,16,0.25,100.00,0.00,1.00
1488408482,1.93,16,0.24,104.00,0.00,0.00
1488408483,1.91,16,0.25,100.00,0.00,0.00
1488408484,1.91,16,0.25,100.00,0.00,0.00
1488408485,2.00,16,0.25,100.00,0.00,0.00
1488408486,1.95,16,0.25,104.00,0.00,0.00
1488408487,1.93,16,0.26,100.00,0.00,1.00
1488408488,1.95,16,0.26,100.00,0.00,0.00
1488408489,2.02,16,0.26,108.00,0.00,0.00
1488408490,1.93,16,0.26,100.00,0.00,0.00
1488408491,2.00,16,0.26,104.00,0.00,0.00
1488408492,1.93,16,0.27,100.00,0.00,0.00
1488408493,1.95,16,0.27,100.00,0.00,1.00
1488408494,1.93,16,0.27,104.00,0.00,0.00
1488408495,1.95,16,0.27,100.00,0.00,0.00
1488408496,1.98,16,0.27,104.00,0.00,0.00
1488408497,1.93,16,0.27,104.00,0.00,0.00
1488408498,2.00,16,0.28,80.00,0.00,0.00
1488408499,1.30,16,0.28,12.00,1232.00,0.00
1488408500,2.27,16,0.28,0.00,3644.00,37.00
1488408501,2.27,16,0.28,0.00,4144.00,1.00
1488408502,2.27,16,0.28,0.00,1232.00,0.00
1488408503,2.30,16,0.28,0.00,0.00,0.00
1488408504,2.25,16,0.28,0.00,3204.00,16.00
1488408505,2.27,16,0.28,0.00,4020.00,31.00
1488408506,2.27,16,0.28,0.00,3176.00,0.00
1488408507,2.27,16,0.28,0.00,0.00,0.00
1488408508,2.30,16,0.28,0.00,0.00,0.00
1488408509,2.27,16,0.28,0.00,3440.00,33.00
1488408510,2.27,16,0.28,0.00,4240.00,11.00
1488408511,2.25,16,0.28,512.00,2752.00,4.00
1488408512,2.27,16,0.28,5888.00,0.00,32.00
1488408513,2.27,16,0.28,128.00,3396.00,26.00
1488408514,2.30,16,0.28,0.00,4108.00,18.00
1488408515,2.25,16,0.28,2432.00,2840.00,14.00
1488408516,2.27,16,0.28,8192.00,0.00,41.00
1488408517,2.27,16,0.28,8320.00,1192.00,32.00
1488408518,2.30,16,0.28,0.00,3536.00,33.00
1488408519,2.25,16,0.28,0.00,4172.00,4.00
1488408520,2.27,16,0.28,9600.00,1400.00,29.00
1488408521,2.27,16,0.28,17152.00,0.00,26.00
1488408522,2.27,16,0.28,3328.00,2720.00,12.00
1488408523,2.27,16,0.28,0.00,3664.00,40.00
1488408524,2.30,16,0.28,2688.00,3976.00,14.00
1488408525,2.25,16,0.28,17536.00,0.00,31.00
1488408526,2.27,16,0.28,15360.00,1008.00,18.00
1488408527,2.28,16,0.28,0.00,3412.00,34.00
1488408528,2.27,16,0.28,0.00,4148.00,10.00
1488408529,2.27,16,0.28,9728.00,1604.00,25.00
1488408530,2.27,16,0.28,12160.00,0.00,38.00
1488408531,2.27,16,0.28,1920.00,2812.00,8.00
1488408532,2.27,16,0.28,0.00,3964.00,34.00
1488408533,2.25,16,0.28,2432.00,4028.00,10.00
1488408534,2.30,16,0.28,6784.00,0.00,35.00
1488408535,2.27,16,0.28,2560.00,736.00,21.00
1488408536,2.27,16,0.28,0.00,3560.00,31.00
1488408537,2.27,16,0.28,0.00,4132.00,1.00
1488408538,2.27,16,0.28,1408.00,2364.00,10.00
1488408539,2.27,16,0.28,384.00,0.00,3.00
1488408540,2.25,16,0.28,0.00,2216.00,3.00
1488408541,2.30,16,0.28,0.00,4120.00,31.00
1488408542,2.25,16,0.28,0.00,4572.00,1.00
1488408543,2.30,16,0.28,1024.00,0.00,8.00
1488408544,2.25,16,0.28,384.00,332.00,3.00
1488408545,2.27,16,0.28,0.00,3456.00,37.00
1488408546,2.27,16,0.28,0.00,4136.00,51.00
1488408547,2.27,16,0.28,384.00,2392.00,4.00
1488408548,2.30,16,0.28,896.00,0.00,8.00
1488408549,2.25,16,0.28,512.00,2320.00,5.00
1488408550,2.27,16,0.28,0.00,3672.00,39.00
1488408551,2.30,16,0.28,256.00,4204.00,10.00
1488408552,2.25,16,0.28,3968.00,0.00,25.00
1488408553,2.27,16,0.28,4352.00,564.00,25.00
1488408554,2.27,16,0.28,0.00,3440.00,34.00
1488408555,2.30,16,0.28,0.00,4260.00,8.00
1488408556,2.25,16,0.28,2176.00,2296.00,15.00
1488408557,2.27,16,0.28,4224.00,0.00,25.00
1488408558,2.27,16,0.28,2048.00,2344.00,14.00
1488408559,2.27,16,0.28,0.00,3776.00,35.00
1488408560,2.30,16,0.28,256.00,4312.00,6.00
1488408561,2.25,16,0.28,6016.00,0.00,33.00
1488408562,2.29,16,0.28,7936.00,460.00,34.00
1488408563,2.25,16,0.28,0.00,3480.00,37.00
1488408564,2.27,16,0.28,0.00,4228.00,4.00
1488408565,2.27,16,0.28,4864.00,2432.00,33.00
1488408566,2.30,16,0.28,12416.00,0.00,32.00
1488408567,2.25,16,0.28,4480.00,2100.00,21.00
1488408568,2.27,16,0.28,0.00,4036.00,30.00
1488408569,2.27,16,0.28,0.00,4628.00,1.00
1488408570,2.25,16,0.28,12416.00,16.00,36.00
1488408571,2.27,16,0.28,9472.00,212.00,39.00
1488408572,2.30,16,0.28,0.00,3516.00,35.00
1488408573,2.27,16,0.28,0.00,4228.00,1.00
1488408574,2.27,16,0.28,5632.00,2492.00,14.00
1488408575,2.27,16,0.28,9472.00,0.00,43.00
1488408576,2.25,16,0.28,2816.00,2156.00,18.00
1488408577,2.30,16,0.28,0.00,3880.00,35.00
1488408578,2.25,16,0.28,128.00,4476.00,8.00
1488408579,2.29,16,0.28,6656.00,0.00,34.00
1488408580,2.25,16,0.28,5248.00,644.00,32.00
1488408581,2.27,16,0.28,0.00,3340.00,38.00
1488408582,2.27,16,0.28,0.00,4168.00,6.00
1488408583,2.27,16,0.28,3072.00,1936.00,20.00
1488408584,2.27,16,0.28,3712.00,0.00,22.00
1488408585,2.27,16,0.28,1408.00,2240.00,8.00
1488408586,2.27,16,0.28,0.00,3832.00,36.00
1488408587,2.27,16,0.28,128.00,4260.00,8.00
1488408588,2.29,16,0.28,3968.00,0.00,27.00
1488408589,2.25,16,0.28,1280.00,896.00,11.00
1488408590,2.27,16,0.28,0.00,3628.00,34.00
1488408591,2.27,16,0.28,0.00,4308.00,6.00
1488408592,2.27,16,0.28,1280.00,1836.00,8.00
1488408593,2.30,16,0.28,1536.00,0.00,12.00
1488408594,2.25,16,0.28,768.00,2332.00,6.00
1488408595,2.27,16,0.28,0.00,3864.00,34.00
1488408596,2.27,16,0.28,256.00,4156.00,11.00
1488408597,2.27,16,0.28,1024.00,0.00,8.00
1488408598,2.27,16,0.28,768.00,844.00,6.00
1488408599,2.27,16,0.28,0.00,3416.00,33.00
1488408600,2.27,16,0.28,0.00,4272.00,9.00
1488408601,2.27,16,0.28,512.00,1956.00,8.00
1488408602,2.27,16,0.28,640.00,0.00,7.00
1488408603,2.27,16,0.28,128.00,2616.00,2.00
1488408604,2.27,16,0.28,0.00,3908.00,33.00
1488408605,2.30,16,0.28,128.00,3820.00,1.00
1488408606,2.25,16,0.28,384.00,0.00,90.00
1488408607,2.30,16,0.28,384.00,1172.00,12.00
1488408608,2.27,16,0.28,0.00,3712.00,37.00
1488408609,2.27,16,0.28,0.00,4288.00,2.00
1488408610,2.25,16,0.28,128.00,1508.00,2.00
1488408611,2.27,16,0.28,256.00,0.00,4.00
1488408612,2.27,16,0.28,0.00,2920.00,9.00
1488408613,2.27,16,0.28,0.00,3940.59,42.57
1488408614,2.30,16,0.28,0.00,3512.00,1.00
1488408615,2.25,16,0.28,512.00,0.00,5.00
1488408616,2.27,16,0.28,384.00,1544.00,5.00
1488408617,2.27,16,0.28,0.00,3792.00,35.00
1488408618,2.27,16,0.28,0.00,4132.00,6.00
1488408619,2.27,16,0.28,640.00,996.00,5.00
1488408620,2.27,16,0.28,1024.00,0.00,7.00
1488408621,2.27,16,0.28,384.00,2832.00,3.00
1488408622,2.27,16,0.28,0.00,3852.00,39.00
1488408623,2.27,16,0.28,512.00,3796.00,8.00
1488408624,2.25,16,0.28,1664.00,0.00,11.00
1488408625,2.29,16,0.28,640.00,1176.00,5.00
1488408626,2.27,16,0.28,0.00,3700.00,37.00
1488408627,2.27,16,0.28,0.00,4252.00,5.00
1488408628,2.27,16,0.28,768.00,1160.00,10.00
1488408629,2.25,16,0.28,2176.00,0.00,17.00
1488408630,2.27,16,0.28,640.00,2180.00,5.00
1488408631,2.27,16,0.28,0.00,4948.00,12.00
1488408632,2.27,16,0.28,0.00,4612.00,0.00
1488408633,2.27,16,0.28,1664.00,868.00,12.00
1488408634,2.27,16,0.28,2048.00,0.00,13.00
1488408635,2.29,16,0.28,512.00,3064.00,13.00
1488408636,2.25,16,0.28,0.00,4264.00,25.00
1488408637,2.30,16,0.28,1024.00,3592.00,4.00
1488408638,2.25,16,0.28,1920.00,0.00,13.00
1488408639,2.27,16,0.28,1920.00,1452.00,12.00
1488408640,2.30,16,0.28,0.00,3748.00,34.00
1488408641,1.93,17,0.28,0.00,2692.00,0.00
1488408642,2.27,17,0.28,1536.00,2564.00,0.00
1488408643,2.27,17,0.28,2944.00,0.00,0.00
1488408644,2.27,17,0.28,2048.00,1784.00,0.00
1488408645,2.27,17,0.28,0.00,4064.00,30.00
1488408646,2.27,17,0.28,0.00,4396.00,1.00
1488408647,2.27,17,0.28,4864.00,524.00,0.00
1488408648,2.27,17,0.28,5248.00,0.00,0.00
1488408649,2.27,17,0.28,1024.00,3124.00,6.00
1488408650,2.27,16,0.28,0.00,3168.00,33.00
