Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488408426,1.14,16,0.00,11164.00,0.00,103.00
1488408427,1.07,16,0.00,11696.00,0.00,110.00
1488408428,1.20,16,0.01,11408.00,0.00,113.00
1488408429,1.25,16,0.01,12788.00,0.00,122.00
1488408430,1.18,16,0.01,12180.00,0.00,115.00
1488408431,1.20,16,0.01,12652.00,0.00,122.00
1488408432,1.25,16,0.01,11932.00,0.00,110.00
1488408433,1.18,16,0.01,12508.00,0.00,120.00
1488408434,1.23,16,0.01,13096.00,0.00,128.00
1488408435,1.20,16,0.01,12532.00,0.00,122.00
1488408436,1.16,16,0.01,11492.00,0.00,110.00
1488408437,1.25,16,0.01,11864.00,0.00,116.00
1488408438,1.34,16,0.01,12336.00,0.00,118.00
1488408439,1.27,16,0.01,12532.00,0.00,121.00
1488408440,1.16,16,0.01,12520.00,0.00,121.00
1488408441,1.21,16,0.01,12996.00,0.00,122.00
1488408442,1.20,16,0.01,12276.00,0.00,113.00
1488408443,1.16,16,0.01,12812.00,0.00,113.00
1488408444,1.23,16,0.02,12016.00,0.00,115.00
1488408445,1.18,16,0.02,12432.00,0.00,123.00
1488408446,1.18,16,0.02,12636.00,0.00,116.00
1488408447,1.11,16,0.02,11308.00,0.00,108.00
1488408448,1.16,16,0.02,13008.00,0.00,126.00
1488408449,1.20,16,0.02,12944.00,0.00,127.00
1488408450,1.25,16,0.02,11704.00,0.00,111.00
1488408451,1.25,16,0.02,13196.00,0.00,126.00
1488408452,1.23,16,0.02,12000.00,0.00,110.00
1488408453,1.20,16,0.02,11216.00,0.00,110.00
1488408454,1.23,16,0.02,11576.24,0.00,103.96
1488408455,1.18,16,0.02,11828.00,0.00,114.00
1488408456,1.23,16,0.02,11828.00,0.00,116.00
1488408457,1.23,16,0.02,11160.00,0.00,111.00
1488408458,1.16,16,0.02,11856.00,0.00,116.00
1488408459,1.20,16,0.03,12268.00,0.00,116.00
1488408460,1.16,16,0.03,12688.00,0.00,119.00
1488408461,1.23,16,0.03,12872.00,0.00,123.00
1488408462,1.23,16,0.03,11636.00,0.00,111.00
1488408463,1.25,16,0.03,11916.00,0.00,109.00
1488408464,1.27,16,0.03,12356.00,0.00,118.00
1488408465,1.27,16,0.03,11832.00,0.00,115.00
1488408466,1.25,16,0.03,11816.00,0.00,112.00
1488408467,1.25,16,0.03,13352.00,0.00,129.00
1488408468,1.23,16,0.03,12400.00,0.00,119.00
1488408469,1.20,16,0.03,12516.00,0.00,121.00
1488408470,1.27,16,0.03,13008.00,0.00,124.00
1488408471,1.27,16,0.03,12524.00,0.00,121.00
1488408472,1.23,16,0.03,12232.00,0.00,116.00
1488408473,1.25,16,0.03,11788.00,0.00,114.00
1488408474,1.25,16,0.04,12568.00,0.00,119.00
1488408475,1.32,16,0.04,13596.00,0.00,131.00
1488408476,1.27,16,0.04,12144.00,0.00,117.00
1488408477,1.20,16,0.04,12308.00,0.00,115.00
1488408478,1.23,16,0.04,13628.00,0.00,129.00
1488408479,1.18,16,0.04,12224.00,0.00,117.00
1488408480,1.27,16,0.04,12148.00,0.00,113.00
1488408481,1.27,17,0.08,12560.00,0.00,122.00
1488408482,1.77,16,0.20,68.00,0.00,0.00
1488408483,1.93,16,0.20,100.00,0.00,0.00
1488408484,2.02,16,0.21,108.00,0.00,0.00
1488408485,1.95,16,0.21,108.00,0.00,0.00
1488408486,1.95,16,0.21,104.00,0.00,0.00
1488408487,1.95,16,0.21,108.00,0.00,4.00
1488408488,1.95,16,0.21,104.00,0.00,0.00
1488408489,2.00,16,0.22,112.00,0.00,0.00
1488408490,1.93,16,0.22,104.00,0.00,0.00
1488408491,1.98,16,0.22,104.00,0.00,0.00
1488408492,1.93,16,0.22,108.00,0.00,1.00
1488408493,1.98,16,0.23,104.00,0.00,1.00
1488408494,2.00,16,0.23,108.00,0.00,0.00
1488408495,1.95,16,0.23,100.00,0.00,0.00
1488408496,1.95,16,0.23,104.00,0.00,0.00
1488408497,1.93,16,0.23,100.00,0.00,0.00
1488408498,1.95,16,0.23,104.00,0.00,0.00
1488408499,1.91,16,0.23,100.00,0.00,1.00
1488408500,1.93,16,0.24,100.00,0.00,0.00
1488408501,1.93,16,0.24,100.00,0.00,0.00
1488408502,1.93,16,0.24,104.00,0.00,0.00
1488408503,1.93,16,0.24,100.00,0.00,0.00
1488408504,2.02,16,0.24,108.00,0.00,0.00
1488408505,1.93,16,0.25,100.00,0.00,1.00
1488408506,2.00,16,0.25,104.00,0.00,0.00
1488408507,1.91,16,0.25,104.00,0.00,0.00
1488408508,1.93,16,0.25,100.00,0.00,0.00
1488408509,1.95,16,0.25,100.00,0.00,0.00
1488408510,1.93,16,0.26,104.00,0.00,0.00
1488408511,1.93,16,0.26,100.00,0.00,1.00
1488408512,1.93,16,0.26,104.00,0.00,0.00
1488408513,1.98,16,0.26,100.00,0.00,0.00
1488408514,1.95,16,0.26,104.00,0.00,0.00
1488408515,1.93,16,0.27,100.00,0.00,0.00
1488408516,1.91,16,0.27,104.00,0.00,0.00
1488408517,1.93,16,0.27,100.00,0.00,1.00
1488408518,1.95,16,0.27,104.00,0.00,0.00
1488408519,1.98,16,0.27,104.00,0.00,0.00
1488408520,1.93,16,0.27,108.00,0.00,0.00
1488408521,1.98,16,0.28,52.00,292.00,0.00
1488408522,2.27,16,0.28,0.00,3448.00,31.00
1488408523,2.30,16,0.28,0.00,4204.00,6.00
1488408524,2.27,16,0.28,0.00,2308.00,0.00
1488408525,2.25,16,0.28,0.00,0.00,0.00
1488408526,2.27,16,0.28,0.00,2528.00,7.00
1488408527,2.30,16,0.28,0.00,3868.00,34.00
1488408528,2.25,16,0.28,0.00,4108.00,3.00
1488408529,2.27,16,0.28,0.00,0.00,1.00
1488408530,2.27,16,0.28,0.00,0.00,1.00
1488408531,2.27,16,0.28,0.00,2812.00,5.00
1488408532,2.27,16,0.28,0.00,3732.00,37.00
1488408533,2.27,16,0.28,128.00,3900.00,2.00
1488408534,2.27,16,0.28,4864.00,0.00,25.00
1488408535,2.30,16,0.28,1536.00,2736.00,13.00
1488408536,2.25,16,0.28,0.00,3656.00,41.00
1488408537,2.25,16,0.28,1024.00,3952.00,8.00
