Time,%CPU,CPU,%MEM,kB_rd/s,kB_wr/s,nvcswch/s
1488415663,1.09,26,0.00,9980.00,0.00,88.00
1488415664,1.18,26,0.01,10920.00,0.00,99.00
1488415665,1.09,26,0.00,10636.00,0.00,96.00
1488415666,1.23,26,0.01,11284.00,0.00,107.00
1488415667,1.18,26,0.01,10924.00,0.00,97.00
1488415668,1.23,27,0.01,11116.00,0.00,104.00
1488415669,1.30,28,0.01,12520.00,0.00,113.00
1488415670,1.05,28,0.01,10056.00,0.00,96.00
1488415671,1.27,28,0.01,10816.00,0.00,98.00
1488415672,1.16,28,0.01,11124.00,0.00,105.00
1488415673,1.20,29,0.01,11124.00,0.00,107.00
1488415674,1.09,29,0.01,10952.00,0.00,100.00
1488415675,1.16,29,0.01,10724.00,0.00,103.00
1488415676,1.18,29,0.01,12064.00,0.00,112.00
1488415677,1.32,31,0.01,11596.00,0.00,110.00
1488415678,1.09,31,0.01,11600.00,0.00,107.00
1488415679,1.23,31,0.01,10700.00,0.00,103.00
1488415680,1.16,31,0.01,11128.00,0.00,103.00
1488415681,1.23,31,0.01,10328.00,0.00,99.00
1488415682,1.23,32,0.01,10576.00,0.00,101.00
1488415683,1.14,33,0.02,10656.00,0.00,100.00
1488415684,1.14,33,0.02,10780.00,0.00,101.00
1488415685,1.20,34,0.02,11392.00,0.00,101.00
1488415686,1.14,34,0.02,10520.00,0.00,103.00
1488415687,1.07,34,0.02,11788.00,0.00,107.00
1488415688,1.20,35,0.02,11968.00,0.00,108.00
1488415689,1.21,36,0.02,11180.00,0.00,105.00
1488415690,1.09,36,0.02,11844.00,0.00,110.00
1488415691,1.23,37,0.02,11896.00,0.00,112.00
1488415692,1.11,37,0.02,10596.00,0.00,103.00
1488415693,1.14,37,0.02,10992.00,0.00,107.00
1488415694,1.18,38,0.02,11112.00,0.00,105.00
1488415695,1.18,38,0.02,11148.00,0.00,106.00
1488415696,1.09,38,0.02,11108.00,0.00,103.00
1488415697,1.20,38,0.02,11280.00,0.00,108.00
1488415698,1.14,38,0.02,11060.00,0.00,107.00
1488415699,1.14,38,0.02,11096.00,0.00,102.00
1488415700,1.18,40,0.03,10924.00,0.00,101.00
1488415701,1.20,40,0.03,10000.00,0.00,98.00
1488415702,1.14,40,0.03,11636.00,0.00,108.00
1488415703,1.18,40,0.03,11360.00,0.00,103.00
1488415704,1.11,40,0.03,11104.00,0.00,96.00
1488415705,1.30,41,0.03,11092.00,0.00,106.00
1488415706,1.16,41,0.03,11120.00,0.00,106.00
1488415707,1.16,41,0.03,11020.00,0.00,107.00
1488415708,1.25,41,0.03,11928.00,0.00,105.00
1488415709,1.18,41,0.03,11124.00,0.00,106.00
1488415710,1.23,41,0.03,11140.00,0.00,107.00
1488415711,1.27,43,0.03,11144.00,0.00,106.00
1488415712,1.25,43,0.03,10998.02,0.00,101.98
1488415713,1.23,22,0.03,11144.00,0.00,104.00
1488415714,1.07,22,0.03,11220.00,0.00,103.00
1488415715,1.16,22,0.03,11672.00,0.00,111.00
1488415716,1.20,22,0.03,10732.00,0.00,100.00
1488415717,1.25,22,0.04,12528.00,0.00,118.00
1488415718,1.14,23,0.04,10504.00,0.00,101.00
1488415719,1.25,23,0.04,11148.00,0.00,108.00
1488415720,1.30,23,0.04,12608.00,0.00,117.00
1488415721,1.18,23,0.04,10488.00,0.00,103.00
1488415722,1.16,23,0.04,11112.00,0.00,107.00
1488415723,1.09,23,0.04,11844.00,0.00,105.00
1488415724,0.91,25,0.08,7676.00,20.00,72.00
1488415725,1.98,25,0.20,84.00,8.00,1.00
1488415726,1.95,25,0.21,112.00,0.00,0.00
1488415727,1.95,25,0.21,108.00,0.00,0.00
1488415728,1.91,25,0.21,104.00,0.00,0.00
1488415729,1.93,25,0.21,108.00,0.00,1.00
1488415730,1.93,25,0.21,112.00,0.00,0.00
1488415731,1.89,25,0.22,112.00,0.00,0.00
1488415732,1.95,25,0.22,108.00,0.00,0.00
1488415733,1.98,25,0.22,108.00,0.00,0.00
1488415734,1.95,25,0.22,108.00,0.00,0.00
1488415735,1.93,25,0.22,112.00,0.00,1.00
1488415736,1.93,25,0.23,108.00,0.00,0.00
1488415737,1.93,25,0.23,108.00,0.00,0.00
1488415738,1.93,25,0.23,108.00,0.00,0.00
1488415739,1.95,25,0.23,108.00,0.00,0.00
1488415740,1.91,25,0.23,104.00,0.00,1.00
1488415741,1.91,25,0.24,108.00,0.00,2.00
1488415742,1.93,25,0.24,108.00,0.00,0.00
1488415743,1.91,25,0.24,104.00,0.00,0.00
1488415744,1.93,25,0.24,108.00,0.00,0.00
1488415745,1.95,25,0.24,108.00,0.00,0.00
1488415746,1.93,25,0.25,104.00,0.00,0.00
1488415747,1.95,25,0.25,108.00,0.00,1.00
1488415748,1.89,25,0.25,108.00,0.00,0.00
1488415749,1.93,25,0.25,104.00,0.00,0.00
1488415750,1.91,25,0.25,108.00,0.00,1.00
1488415751,1.91,25,0.26,104.00,0.00,0.00
1488415752,1.98,25,0.26,108.00,0.00,0.00
1488415753,1.93,25,0.26,108.00,0.00,1.00
1488415754,1.93,25,0.26,108.00,0.00,0.00
1488415755,1.93,25,0.27,108.00,0.00,0.00
1488415756,1.98,25,0.27,108.00,0.00,0.00
1488415757,1.89,25,0.27,104.00,0.00,0.00
1488415758,1.91,25,0.27,108.00,0.00,0.00
1488415759,1.98,25,0.27,108.00,0.00,1.00
1488415760,1.91,25,0.28,104.00,0.00,0.00
1488415761,1.95,25,0.28,112.00,0.00,0.00
1488415762,2.02,25,0.28,72.00,0.00,0.00
1488415763,2.27,25,0.28,0.00,3136.00,8.00
1488415764,2.27,25,0.28,0.00,4004.00,30.00
1488415765,2.27,25,0.28,0.00,3112.00,1.00
1488415766,2.27,25,0.28,0.00,0.00,0.00
1488415767,2.27,25,0.28,0.00,2176.00,0.00
1488415768,2.27,25,0.28,0.00,3868.00,39.00
1488415769,2.27,25,0.28,0.00,4460.00,2.00
1488415770,2.27,25,0.28,0.00,0.00,0.00
1488415771,2.27,25,0.28,0.00,0.00,0.00
1488415772,2.27,25,0.28,0.00,2648.00,0.00
1488415773,2.29,25,0.28,0.00,3784.00,34.00
1488415774,2.27,25,0.28,128.00,4012.00,5.00
1488415775,2.25,25,0.28,4608.00,0.00,25.00
1488415776,2.27,25,0.28,1792.00,2656.00,13.00
1488415777,2.25,25,0.28,0.00,3720.00,41.00
1488415778,2.27,16,0.28,0.00,3600.00,3.00
1488415779,2.29,16,0.28,4736.00,368.00,31.00
1488415780,2.27,16,0.28,9856.00,0.00,47.00
1488415781,2.25,16,0.28,4352.00,2220.00,19.00
1488415782,2.30,16,0.28,0.00,3700.00,33.00
1488415783,2.25,16,0.28,256.00,4380.00,5.00
1488415784,2.27,16,0.28,13568.00,0.00,38.00
1488415785,2.27,16,0.28,14720.00,0.00,36.00
1488415786,2.27,16,0.28,1536.00,3112.00,9.00
1488415787,2.27,16,0.28,0.00,3784.00,39.00
1488415788,2.27,16,0.28,3840.00,3464.00,16.00
1488415789,2.27,16,0.28,16512.00,0.00,33.00
1488415790,2.25,16,0.28,15232.00,796.00,27.00
1488415791,2.30,16,0.28,0.00,3280.00,33.00
1488415792,2.27,16,0.28,0.00,4100.00,4.00
1488415793,2.27,16,0.28,7424.00,1996.00,22.00
1488415794,2.27,16,0.28,12160.00,0.00,38.00
1488415795,2.23,16,0.28,4224.00,1840.00,19.00
1488415796,2.30,16,0.28,0.00,3968.00,31.00
1488415797,2.27,16,0.28,0.00,4352.00,2.00
1488415798,2.27,16,0.28,7296.00,644.00,38.00
1488415799,2.27,16,0.28,3968.00,0.00,28.00
1488415800,2.27,16,0.28,512.00,2468.00,4.00
1488415801,2.27,16,0.28,0.00,3916.00,33.00
1488415802,2.27,16,0.28,128.00,4304.00,12.00
1488415803,2.27,16,0.28,1408.00,0.00,15.00
1488415804,2.27,16,0.28,256.00,0.00,4.00
1488415805,2.27,16,0.28,0.00,3752.00,31.00
1488415806,2.25,16,0.28,0.00,4268.00,3.00
1488415807,2.27,16,0.28,256.00,2992.00,10.00
1488415808,2.29,16,0.28,768.00,0.00,10.00
1488415809,2.27,16,0.28,384.00,1416.00,5.00
1488415810,2.25,16,0.28,0.00,3696.00,36.00
1488415811,2.27,16,0.28,0.00,4104.00,6.00
1488415812,2.27,16,0.28,640.00,1100.00,11.00
1488415813,2.30,16,0.28,640.00,0.00,6.00
1488415814,2.27,16,0.28,512.00,2716.00,9.00
1488415815,2.27,16,0.28,0.00,3568.00,42.00
1488415816,2.25,16,0.28,512.00,3912.00,6.00
1488415817,2.30,16,0.28,3968.00,0.00,23.00
1488415818,2.27,16,0.28,4096.00,536.00,22.00
1488415819,2.27,16,0.28,0.00,3412.00,40.00
1488415820,2.27,16,0.28,0.00,4232.00,5.00
1488415821,2.27,16,0.28,2048.00,2380.00,14.00
1488415822,2.25,16,0.28,3968.00,0.00,25.00
1488415823,2.27,16,0.28,2432.00,1916.00,17.00
1488415824,2.27,16,0.28,0.00,3708.00,41.00
1488415825,2.27,16,0.28,0.00,4324.00,3.00
1488415826,2.27,16,0.28,4992.00,484.00,29.00
1488415827,2.27,16,0.28,6656.00,0.00,34.00
1488415828,2.27,16,0.28,2560.00,2916.00,12.00
1488415829,2.27,16,0.28,0.00,3868.00,39.00
1488415830,2.27,16,0.28,2048.00,3816.00,10.00
1488415831,2.30,16,0.28,10624.00,0.00,36.00
1488415832,2.25,16,0.28,9088.00,808.00,41.00
1488415833,2.27,16,0.28,0.00,3524.00,30.00
1488415834,2.27,16,0.28,0.00,4248.00,6.00
1488415835,2.27,16,0.28,7424.00,2204.00,16.00
1488415836,2.27,16,0.28,9216.00,0.00,35.00
1488415837,2.27,16,0.28,5248.00,2004.00,22.00
1488415838,2.30,16,0.28,0.00,3776.00,34.00
1488415839,2.25,16,0.28,0.00,4512.00,3.00
1488415840,2.27,16,0.28,10112.00,120.00,33.00
1488415841,2.27,16,0.28,6912.00,0.00,41.00
1488415842,2.27,16,0.28,896.00,3232.00,15.00
1488415843,2.27,16,0.28,0.00,4072.00,24.00
1488415844,2.27,16,0.28,2560.00,3240.00,18.00
1488415845,2.25,16,0.28,5120.00,0.00,31.00
1488415846,2.30,16,0.28,4352.00,1376.00,26.00
1488415847,2.27,16,0.28,0.00,3572.00,34.00
1488415848,2.25,16,0.28,0.00,4084.00,2.00
1488415849,2.27,16,0.28,3328.00,1056.00,21.00
1488415850,2.29,16,0.28,3840.00,0.00,22.00
1488415851,2.25,16,0.28,1024.00,2448.00,10.00
1488415852,2.27,16,0.28,0.00,3832.00,35.00
1488415853,2.27,16,0.28,256.00,4052.00,3.00
1488415854,2.27,16,0.28,3840.00,0.00,23.00
1488415855,2.27,16,0.28,1280.00,696.00,10.00
1488415856,2.27,16,0.28,0.00,3468.00,35.00
1488415857,2.25,16,0.28,0.00,4280.00,4.00
1488415858,2.27,16,0.28,1152.00,2224.00,6.00
1488415859,2.27,16,0.28,1280.00,0.00,11.00
1488415860,2.27,16,0.28,1152.00,1740.00,9.00
1488415861,2.27,16,0.28,0.00,3772.00,37.00
1488415862,2.30,16,0.28,0.00,4336.00,2.00
1488415863,2.27,16,0.28,896.00,504.00,7.00
1488415864,2.27,16,0.28,1024.00,0.00,7.00
1488415865,2.25,16,0.28,128.00,2832.00,2.00
1488415866,2.25,16,0.28,0.00,3772.00,44.00
1488415867,2.29,16,0.28,256.00,3892.00,2.00
1488415868,2.27,16,0.28,512.00,0.00,4.00
1488415869,2.27,16,0.28,512.00,1120.00,4.00
1488415870,2.25,16,0.28,0.00,3768.00,34.00
1488415871,2.27,16,0.28,0.00,4200.00,6.00
1488415872,2.30,16,0.28,384.00,1276.00,3.00
1488415873,2.27,16,0.28,256.00,0.00,3.00
1488415874,2.27,16,0.28,256.00,2432.00,2.00
1488415875,2.25,16,0.28,0.00,3944.00,32.00
1488415876,2.30,16,0.28,0.00,4276.00,4.00
1488415877,2.25,16,0.28,256.00,0.00,2.00
1488415878,2.29,16,0.28,128.00,668.00,1.00
1488415879,2.27,16,0.28,0.00,3360.00,32.00
1488415880,2.27,16,0.28,0.00,4156.00,2.00
1488415881,2.27,16,0.28,0.00,2228.00,4.00
1488415882,2.25,16,0.28,640.00,0.00,5.00
1488415883,2.30,16,0.28,256.00,2216.00,2.00
1488415884,2.27,16,0.28,0.00,3800.00,34.00
1488415885,2.27,16,0.28,0.00,4448.00,4.00
1488415886,2.27,16,0.28,768.00,0.00,6.00
1488415887,2.27,16,0.28,1280.00,0.00,11.00
1488415888,2.27,16,0.28,0.00,3440.00,32.00
1488415889,2.27,16,0.28,0.00,4228.00,10.00
1488415890,2.27,16,0.28,896.00,2812.00,7.00
1488415891,2.27,16,0.28,1280.00,0.00,9.00
1488415892,2.27,16,0.28,640.00,1684.00,5.00
1488415893,2.27,16,0.28,0.00,3852.00,41.00
1488415894,2.25,16,0.28,0.00,4476.00,0.00
1488415895,2.27,16,0.28,1536.00,276.00,10.00
1488415896,2.30,16,0.28,1536.00,0.00,13.00
1488415897,2.27,16,0.28,512.00,2624.00,4.00
1488415898,2.25,16,0.28,0.00,4980.00,17.00
1488415899,2.30,16,0.28,0.00,4888.00,0.00
1488415900,2.25,16,0.28,1920.00,116.00,14.00
1488415901,2.27,16,0.28,2304.00,100.00,15.00
1488415902,2.27,16,0.28,0.00,3916.00,27.00
1488415903,2.30,16,0.28,0.00,4272.00,5.00
1488415904,2.25,16,0.28,1408.00,2640.00,7.00
1488415905,2.25,16,0.28,2176.00,0.00,16.00
1488415906,2.27,16,0.28,1280.00,2024.00,10.00
1488415907,2.30,16,0.28,0.00,3808.00,33.00
1488415908,2.25,16,0.28,0.00,4528.00,10.00
1488415909,2.29,16,0.28,3328.00,116.00,21.00
1488415910,2.25,16,0.28,3200.00,252.00,25.00
1488415911,2.30,16,0.28,0.00,3584.00,30.00
1488415912,2.25,16,0.28,0.00,4320.00,6.00
1488415913,2.27,16,0.28,2304.00,2584.00,19.00
1488415914,2.30,16,0.28,5632.00,0.00,28.00
1488415915,2.25,16,0.28,3200.00,1928.00,21.00
1488415916,2.29,16,0.28,0.00,3836.00,36.00
1488415917,2.25,16,0.28,0.00,4564.00,3.00
1488415918,2.27,16,0.28,5120.00,252.00,36.00
1488415919,2.27,16,0.28,7552.00,0.00,41.00
1488415920,2.27,16,0.28,256.00,3800.00,12.00
1488415921,2.27,16,0.28,0.00,4188.00,11.00
1488415922,2.27,16,0.28,2816.00,3584.00,12.00
1488415923,2.27,16,0.28,7552.00,0.00,33.00
1488415924,2.27,16,0.28,5504.00,780.00,28.00
1488415925,2.27,16,0.28,0.00,3568.00,41.00
1488415926,2.27,16,0.28,0.00,4248.00,2.00
1488415927,2.27,16,0.28,3968.00,2136.00,27.00
1488415928,2.27,16,0.28,4942.57,0.00,35.64
1488415929,2.27,16,0.28,3712.00,1592.00,18.00
1488415930,2.27,16,0.28,0.00,5068.00,10.00
1488415931,2.27,16,0.28,0.00,4416.00,1.00
1488415932,2.27,16,0.28,3328.00,2152.00,24.00
1488415933,2.27,16,0.28,4480.00,0.00,27.00
1488415934,2.27,16,0.28,2048.00,2088.00,11.00
1488415935,2.27,16,0.28,0.00,4576.00,27.00
1488415936,2.27,16,0.28,0.00,4504.00,4.00
1488415937,2.27,16,0.28,3968.00,744.00,28.00
1488415938,2.27,16,0.28,3456.00,0.00,20.00
1488415939,2.27,16,0.28,640.00,3040.00,10.00
1488415940,2.27,16,0.28,0.00,4028.00,43.00
1488415941,2.27,16,0.28,2176.00,3532.00,13.00
1488415942,2.27,16,0.28,3968.00,0.00,29.00
1488415943,2.25,16,0.28,2688.00,1476.00,18.00
1488415944,2.27,16,0.28,0.00,4088.00,28.00
1488415945,2.30,16,0.28,0.00,4272.00,7.00
1488415946,2.25,16,0.28,3456.00,1052.00,23.00
1488415947,2.30,16,0.28,4096.00,0.00,21.00
1488415948,2.27,16,0.28,512.00,2932.00,4.00
1488415949,2.27,16,0.28,0.00,3940.00,33.00
1488415950,2.25,16,0.28,896.00,3720.00,8.00
1488415951,2.30,16,0.28,2432.00,0.00,18.00
1488415952,2.25,16,0.28,1920.00,1464.00,15.00
1488415953,2.27,16,0.28,0.00,3940.00,32.00
